WardID,Ward Name,Neighbours,Area,Perimeter,Electorate,Constituency,Lng,Lat,OuterLength,NeighbourID,RealLengths,CleanLengths,InitialConstituency,Unionist,Nationalist
N08001017,DERRYLECKAGH,"MAYOBRIDGE,ST. PATRICK'S,BURREN,HILLTOWN,ABBEY,FATHOM",34739405,38118,"3,143",South Down,-6.27818935,54.16773879,0,"N08001001,N08001009,N08001022,N08001017,N08001024,N08001030,N08001037","[4120.667906505182, 11233.538390793445, 2568.3492603033565, 0.0, 2392.0214746864212, 15124.154276608595, 2695.9956769650003]","4120.667906505182, 11233.538390793445, 2568.3492603033565, 0.0, 2392.0214746864212, 15124.154276608595, 2695.9956769650003",South Down,677.3324953,"2,466"
N08001018,DONARD,"MURLOUGH,BINNIAN,ANNALONG,TOLLYMORE",10278791,16783,"2,721",South Down,-5.90894945,54.19604859,0.058064424,"N08001002,N08001008,N08001018,N08001032,N08001039,out","[4638.067276442586, 830.8287487052147, 0.0, 2114.7466058120795, 4627.844283443445, 4571.513046695409]","4638.067276442586, 830.8287487052147, 0.0, 2114.7466058120795, 4627.844283443445, 4571.513046695409",South Down,605.9223761,"2,115"
N08001024,HILLTOWN,"TOLLYMORE,MAYOBRIDGE,DERRYLECKAGH,BURREN,LOUGHBRICKLAND,RATHFRILAND,LISNACREE,ROSTREVOR",84509566,55184,"3,241",South Down,-6.17080076,54.19523673,0,"N08000225,N08000234,N08001009,N08001017,N08001024,N08001029,N08001030,N08001035,N08001039","[4511.014460628938, 8742.918921715149, 3165.0000470252603, 2365.057852252844, 0.0, 4940.002539003777, 12755.347750320369, 7056.467137486465, 11648.191291669074]","4511.014460628938, 8742.918921715149, 3165.0000470252603, 2365.057852252844, 0.0, 4940.002539003777, 12755.347750320369, 7056.467137486465, 11648.191291669074",South Down,770.4619226,"2,471"
N08001025,KILKEEL,"BINNIAN,LISNACREE",6072023,16661,"2,557",South Down,-6.01725776,54.05320102,0.082123662,"N08001008,N08001025,N08001029,out","[2816.746931363613, 0.0, 7228.438168236375, 6615.814879109999]","2816.746931363613, 0.0, 7228.438168236375, 6615.814879109999",South Down,600.9726468,"1,956"
N08001020,DRUMANESS,"QUOILE,KILMORE,BALLYDUGAN,BALLYWARD,BALLYNAHINCH",36469893,41487,"2,827",South Down,-5.8518272,54.3770453,0,"N08001004,N08001005,N08001006,N08001020,N08001026,N08001034","[14705.12488071483, 4005.9237759826483, 6868.655012230581, 0.0, 11160.220739862747, 4724.163968661438]","14705.12488071483, 4005.9237759826483, 6868.655012230581, 0.0, 11160.220739862747, 4724.163968661438",South Down,640.1947425,"2,187"
N08001021,DUNDRUM,"MURLOUGH,BALLYDUGAN,BALLYWARD,CASTLEWELLAN,TOLLYMORE",41721528,38821,"2,898",South Down,-5.87204664,54.27768809,0.062457678,"N08001004,N08001006,N08001011,N08001021,N08001032,N08001039,out","[17084.638150653478, 6044.980460021211, 2159.7423663003606, 0.0, 7547.950290262866, 776.0007656247492, 5207.687992067867]","17084.638150653478, 6044.980460021211, 2159.7423663003606, 0.0, 7547.950290262866, 776.0007656247492, 5207.687992067867",South Down,668.8779391,"2,229"
N08001028,LECALE,"CATHEDRAL,STRANGFORD,KNOCKNASHINNA,BALLYDUGAN",55095098,64289,"2,935",South Down,-5.67471172,54.27362366,0.476332663,"N08001004,N08001012,N08001028,N08001038,N08001027,out","[7992.788642881269, 2172.0902987242625, 0.0, 12058.748334311136, 3391.379528761465, 38673.99319490025]","7992.788642881269, 2172.0902987242625, 0.0, 12058.748334311136, 3391.379528761465, 38673.99319490025",South Down,656.6932248,"2,278"
N08001029,LISNACREE,"KILKEEL,BINNIAN,TOLLYMORE,HILLTOWN,ROSTREVOR",97161073,62646,"3,202",South Down,-6.07808272,54.09386178,0.334829806,"N08001008,N08001024,N08001025,N08001029,N08001035,N08001039,out","[10404.597726720851, 4935.831060081231, 7409.027577736333, 0.0, 9656.921946847826, 2592.120295945087, 27647.501392925136]","10404.597726720851, 4935.831060081231, 7409.027577736333, 0.0, 9656.921946847826, 2592.120295945087, 27647.501392925136",South Down,726.3611799,"2,476"
N08001030,MAYOBRIDGE,"DAMOLLY,ST. PATRICK'S,DERRYLECKAGH,LOUGHBRICKLAND,HILLTOWN,WHITECROSS",62706291,51120,"3,328",South Down,-6.29892957,54.22767105,0,"N08000225,N08001015,N08001017,N08001024,N08001030,N08001037,N08001041","[11262.98012459546, 2124.2334041734234, 15420.041452045245, 13153.158434461906, 0.0, 327.2940059586029, 8852.972953149776]","11262.98012459546, 2124.2334041734234, 15420.041452045245, 13153.158434461906, 0.0, 327.2940059586029, 8852.972953149776",South Down,851.5878837,"2,476"
N08001032,MURLOUGH,"DUNDRUM,DONARD,TOLLYMORE",11050968,22165,"3,088",South Down,-5.87418546,54.23304145,0.095599496,"N08001018,N08001021,N08001032,N08001039,out","[2141.8718111288886, 7218.631760524966, 0.0, 5181.239080543328, 7623.25732526728]","2141.8718111288886, 7218.631760524966, 0.0, 5181.239080543328, 7623.25732526728",South Down,675.9523274,"2,412"
N08001034,QUOILE,"CATHEDRAL,STRANGFORD,CROSSGAR and KILLYLEAGH,KNOCKNASHINNA,KILMORE,DRUMANESS,BALLYDUGAN",33134906,31406,"2,782",South Down,-5.72990433,54.36045795,0,"N08001004,N08001012,N08001013,N08001020,N08001026,N08001034,N08001038,N08001027","[5785.898700201118, 2692.4454652255195, 9872.467445303742, 4689.724823746368, 171.9748760592923, 0.0, 5855.19674426371, 2383.487869213436]","5785.898700201118, 2692.4454652255195, 9872.467445303742, 4689.724823746368, 171.9748760592923, 0.0, 5855.19674426371, 2383.487869213436",South Down,698.3557615,"2,084"
N08001035,ROSTREVOR,"BURREN,HILLTOWN,LISNACREE,WARRENPOINT",35909316,31753,"3,156",South Down,-6.17436575,54.12129271,0.074523527,"N08001009,N08001024,N08001029,N08001035,N08001040,out","[8446.944330565433, 6984.897025567297, 9567.055455361693, 0.0, 657.8254136303734, 6096.277788575476]","8446.944330565433, 6984.897025567297, 9567.055455361693, 0.0, 657.8254136303734, 6096.277788575476",South Down,722.2374039,"2,434"
N08001038,STRANGFORD,"LECALE,QUOILE,CROSSGAR and KILLYLEAGH,DERRYBOY,KIRCUBBIN,PORTAFERRY,KNOCKNASHINNA",101484020,56023,"2,798",South Down,-5.60552447,54.33804964,0.212488906,"N08001013,N08001016,N08001028,N08001034,N08001038,N08001128,N08001132,N08001027,out","[8082.651086033873, 0.0, 12195.296718281812, 5863.441743581448, 0.0, 0.0, 8224.530947756411, 4209.505291895296, 17447.574240750844]","8082.651086033873, 0.0, 12195.296718281812, 5863.441743581448, 0.0, 0.0, 8224.530947756411, 4209.505291895296, 17447.574240750844",South Down,623.3450064,"2,175"
N08001039,TOLLYMORE,"DUNDRUM,MURLOUGH,BALLYWARD,BINNIAN,CASTLEWELLAN,DONARD,HILLTOWN,RATHFRILAND,LISNACREE",109016952,61596,"2,859",South Down,-6.02408119,54.21633486,0.026682221,"N08000234,N08001006,N08001008,N08001011,N08001018,N08001024,N08001021,N08001029,N08001032,N08001039,out","[14194.370174367557, 3021.7363276185706, 9425.889983234209, 8311.022383676662, 4715.877533454527, 11308.1992460931, 746.6836619702046, 2518.5872234245967, 5212.934581809205, 0.0, 2140.6989215352787]","14194.370174367557, 3021.7363276185706, 9425.889983234209, 8311.022383676662, 4715.877533454527, 11308.1992460931, 746.6836619702046, 2518.5872234245967, 5212.934581809205, 0.0, 2140.6989215352787",South Down,692.2246805,"2,167"
N08001040,WARRENPOINT,"BURREN,ROSTREVOR",2216633,8336,"3,157",South Down,-6.26120798,54.10680977,0.045261043,"N08001009,N08001035,N08001040,out","[3876.395979852545, 672.802094444829, 0.0, 3786.801916366747]","3876.395979852545, 672.802094444829, 0.0, 3786.801916366747",South Down,718.8723495,"2,438"
N08001027,KNOCKNASHINNA,"LECALE,CATHEDRAL,QUOILE,STRANGFORD",5205443,12405,"3,051",South Down,-5.69588193,54.32243947,0,"N08001012,N08001028,N08001034,N08001038,N08001027","[2351.432483558632, 3433.6533890026467, 2389.5382495759013, 4214.256629752825, 0.0]","2351.432483558632, 3433.6533890026467, 2389.5382495759013, 4214.256629752825, 0.0",South Down,680.8958326,"2,370"
N08000539,STRABANE WEST,"STRABANE NORTH,FINN,BALLYCOLMAN",1307787,5836,"2,399",Sperrin,-7.47302474,54.82292867,0.005964446,"N08000539,N08000502,N08000519,N08000538,out","[0.0, 2312.0911949201522, 1162.9596840784823, 1879.1586904441542, 481.79046048674314]","0.0, 2312.0911949201522, 1162.9596840784823, 1879.1586904441542, 481.79046048674314",North Tyrone,827.0004799,"1,572"
N08000639,TERMON,"POMEROY,OAKLANDS,OWENKILLEW,DRUMNAKILLY,BALLYGAWLEY,DONAGHMORE,SIXMILECROSS",84408266,57771,"1,849",Sperrin,-7.02469994,54.61371602,0,"N08000904,N08000918,N08000931,N08000932,N08000639,N08000636,N08000632,N08000615","[1182.363547908996, 8574.875291098984, 3991.08364592272, 11988.317909132405, 0.0, 18002.062149574558, 8620.879509532333, 5647.787855190916]","1182.363547908996, 8574.875291098984, 3991.08364592272, 11988.317909132405, 0.0, 18002.062149574558, 8620.879509532333, 5647.787855190916",North Tyrone,608.1422089,"1,241"
N08000622,GORTIN,"GLENELLY VALLEY,FAIRY WATER,NEWTOWNSTEWART,GORTRUSH,KILLYCLOGHER,STRULE,OWENKILLEW,DRUMNAKILLY",90723942,54615,"2,084",Sperrin,-7.27969813,54.68580731,0,"N08000622,N08000619,N08000632,N08000615,N08000523,N08000528,N08000623,N08000625,N08000637","[0.0, 12880.999245918381, 11710.802143409408, 5750.53083704918, 17627.543738183656, 533.2207818765403, 1497.9099346342248, 2393.351622713657, 2283.1844028911437]","0.0, 12880.999245918381, 11710.802143409408, 5750.53083704918, 17627.543738183656, 533.2207818765403, 1497.9099346342248, 2393.351622713657, 2283.1844028911437",North Tyrone,654.7169342,"1,429"
N08000619,FAIRY WATER,"DERGMONEY,NEWTOWNSTEWART,GORTIN,COOLNAGARD,GORTRUSH,BERAGH,DROMORE,DRUMQUIN",110487519,64990,"2,173",Sperrin,-7.3813561,54.61905871,0,"N08000622,N08000619,N08000616,N08000604,N08000614,N08000610,N08000528,N08000609,N08000623","[12726.676641159853, 0.0, 15453.665700250698, 4586.3446368551195, 14075.51712960972, 686.3698081776922, 11078.877147271129, 3398.1237287215963, 4659.528331627466]","12726.676641159853, 0.0, 15453.665700250698, 4586.3446368551195, 14075.51712960972, 686.3698081776922, 11078.877147271129, 3398.1237287215963, 4659.528331627466",North Tyrone,744.4472795,"1,429"
N08000616,DRUMQUIN,"FAIRY WATER,NEWTOWNSTEWART,TRILLICK,IRVINESTOWN,EDERNEY and KESH,DROMORE,BELLEEK and BOA,GLENDERG",158291828,90402,"2,078",Sperrin,-7.53502401,54.58200561,0,"N08000619,N08000603,N08000616,N08000617,N08000614,N08000640,N08000624,N08000522,N08000528","[14805.219923471657, 21439.273416113, 0.0, 3743.172986605667, 18361.68825059758, 7513.67462072034, 1108.9129534388853, 13731.148903164456, 9828.07859704769]","14805.219923471657, 21439.273416113, 0.0, 3743.172986605667, 18361.68825059758, 7513.67462072034, 1108.9129534388853, 13731.148903164456, 9828.07859704769",Fermanagh and South Tyrone,711.4721667,"1,367"
N08000636,SIXMILECROSS,"TERMON,DRUMNAKILLY,BALLYGAWLEY,NEWTOWNSAVILLE,AUGHER and CLOGHER,BERAGH",92753469,63884,"1,991",Sperrin,-7.09293991,54.55137998,0,"N08000902,N08000904,N08000639,N08000636,N08000631,N08000604,N08000615","[6255.786687499309, 8926.528784206515, 17921.056857122476, 0.0, 8494.23179959312, 14630.911864828558, 7972.034225426344]","6255.786687499309, 8926.528784206515, 17921.056857122476, 0.0, 8494.23179959312, 14630.911864828558, 7972.034225426344",North Tyrone,677.8077677,"1,313"
N08000631,NEWTOWNSAVILLE,"FINTONA,FIVEMILETOWN,AUGHER and CLOGHER,SIXMILECROSS,BERAGH,DROMORE",81752430,67812,"2,012",Sperrin,-7.23197777,54.50022095,0,"N08000902,N08000920,N08000636,N08000631,N08000620,N08000604,N08000614","[12566.368376565686, 7393.945124999846, 8338.4301666545, 0.0, 17840.391267147897, 14841.852657259751, 6769.680079576021]","12566.368376565686, 7393.945124999846, 8338.4301666545, 0.0, 17840.391267147897, 14841.852657259751, 6769.680079576021",Fermanagh and South Tyrone,704.1613967,"1,308"
N08000620,FINTONA,"TEMPO,TRILLICK,FIVEMILETOWN,NEWTOWNSAVILLE,DROMORE",61101644,50078,"1,809",Sperrin,-7.3487628,54.48182994,0,"N08000920,N08000631,N08000620,N08000638,N08000614,N08000640","[10717.732690416558, 17734.651261483476, 0.0, 536.3659506495914, 9892.616286089156, 11214.56896891561]","10717.732690416558, 17734.651261483476, 0.0, 536.3659506495914, 9892.616286089156, 11214.56896891561",Fermanagh and South Tyrone,638.8297865,"1,170"
N08000604,BERAGH,"DERGMONEY,CAMOWEN,FAIRY WATER,DRUMNAKILLY,NEWTOWNSAVILLE,SIXMILECROSS,DROMORE",65911429,51479,"2,029",Sperrin,-7.22255821,54.5603957,0,"N08000619,N08000636,N08000631,N08000604,N08000615,N08000614,N08000610,N08000607","[4499.230926775265, 14578.468719108569, 15064.975971544702, 0.0, 10460.988894661348, 1674.143005734191, 663.1075282986956, 4546.821990749582]","4499.230926775265, 14578.468719108569, 15064.975971544702, 0.0, 10460.988894661348, 1674.143005734191, 663.1075282986956, 4546.821990749582",North Tyrone,691.0130143,"1,338"
N08000632,OWENKILLEW,"DRAPERSTOWN,GLENELLY VALLEY,GORTIN,OAKLANDS,TERMON,DRUMNAKILLY",187269926,72578,"1,980",Sperrin,-7.10353949,54.70695935,0,"N08000919,N08000931,N08000639,N08000622,N08000632,N08000615,N08000523","[4528.520442793341, 10734.808232760215, 8268.407784104256, 10975.192144780563, 0.0, 18267.359647899768, 20922.41163923976]","4528.520442793341, 10734.808232760215, 8268.407784104256, 10975.192144780563, 0.0, 18267.359647899768, 20922.41163923976",North Tyrone,671.1960211,"1,309"
N08000615,DRUMNAKILLY,"CAMOWEN,GORTIN,KILLYCLOGHER,TERMON,OWENKILLEW,SIXMILECROSS,BERAGH",47731696,50144,"2,072",Sperrin,-7.18172865,54.62417521,0,"N08000639,N08000622,N08000636,N08000604,N08000632,N08000615,N08000607,N08000625","[5591.160923128659, 5562.713982140284, 7927.776728728264, 10440.336148347667, 18855.110601460543, 0.0, 1697.1414526983285, 958.0471506681656]","5591.160923128659, 5562.713982140284, 7927.776728728264, 10440.336148347667, 18855.110601460543, 0.0, 1697.1414526983285, 958.0471506681656",North Tyrone,714.6586394,"1,357"
N08000614,DROMORE,"FAIRY WATER,TRILLICK,FINTONA,NEWTOWNSAVILLE,BERAGH,DRUMQUIN",45150268,52121,"1,972",Sperrin,-7.4060471,54.5311052,0,"N08000619,N08000616,N08000631,N08000620,N08000604,N08000614,N08000640","[13719.51948762211, 18681.15831937061, 6827.338192169533, 10036.35829043175, 1663.3953998128336, 0.0, 3222.7361112170506]","13719.51948762211, 18681.15831937061, 6827.338192169533, 10036.35829043175, 1663.3953998128336, 0.0, 3222.7361112170506",Fermanagh and South Tyrone,652.8749978,"1,319"
N08000610,DERGMONEY,"CAMOWEN,FAIRY WATER,COOLNAGARD,STRULE,BERAGH",2372434,8922,"1,841",Sperrin,-7.29297669,54.59286391,0,"N08000619,N08000604,N08000610,N08000607,N08000609,N08000637","[686.3409208635893, 675.9181088079843, 0.0, 3681.1541391427277, 2057.6256592731447, 1806.5565036349592]","686.3409208635893, 675.9181088079843, 0.0, 3681.1541391427277, 2057.6256592731447, 1806.5565036349592",North Tyrone,624.0188744,"1,217"
N08000607,CAMOWEN,"DERGMONEY,KILLYCLOGHER,STRULE,DRUMNAKILLY,BERAGH",4747845,12684,"2,246",Sperrin,-7.27230277,54.59418886,0.003372616,"N08000604,N08000615,N08000610,N08000607,N08000625,N08000637,out","[4590.097419029065, 1716.6835737435617, 3645.7579421316277, 0.0, 2200.498186313461, 256.8002541214592, 274.1626059685173]","4590.097419029065, 1716.6835737435617, 3645.7579421316277, 0.0, 2200.498186313461, 256.8002541214592, 274.1626059685173",North Tyrone,774.3626652,"1,472"
N08000640,TRILLICK,"BALLINAMALLARD,TEMPO,FINTONA,IRVINESTOWN,DROMORE,DRUMQUIN",88250014,51070,"1,885",Sperrin,-7.48616385,54.45948353,0.007352003,"N08000616,N08000620,N08000638,N08000614,N08000640,N08000601,N08000624,out","[7547.337783086849, 11233.05255889022, 13207.052523368906, 3181.8152375599993, 0.0, 7536.822414971171, 7783.173559525677, 580.7459113729957]","7547.337783086849, 11233.05255889022, 13207.052523368906, 3181.8152375599993, 0.0, 7536.822414971171, 7783.173559525677, 580.7459113729957",Fermanagh and South Tyrone,644.3988909,"1,241"
N08000416,DUNGIVEN,"GARVAGH,ALTAHULLION,DRUMSURN,LOWER GLENSHANE,SWATRAGH,FEENY",134851198,71347,"2,414",Sperrin,-6.85337256,54.91246512,0,"N08000926,N08000934,N08000402,N08000414,N08000416,N08000418,N08000419","[11440.975905709895, 5813.627008791005, 12698.791984626589, 9615.565013132084, 0.0, 22695.224671929598, 9082.815422174306]","11440.975905709895, 5813.627008791005, 12698.791984626589, 9615.565013132084, 0.0, 22695.224671929598, 9082.815422174306",Glenshane,1426.088246,988
N08000418,FEENY,"BALLYKELLY,ALTAHULLION,CLAUDY,LOWER GLENSHANE,DUNGIVEN,GLENELLY VALLEY,PARK",99968938,73705,"2,308",Sperrin,-6.98789648,54.88919403,0,"N08000926,N08000402,N08000405,N08000416,N08000418,N08000509,N08000523,N08000530","[4031.7927893676515, 14193.673420796778, 3309.1744435801934, 22780.857426571733, 0.0, 3116.492460246016, 8575.111053879536, 17697.898377449234]","4031.7927893676515, 14193.673420796778, 3309.1744435801934, 22780.857426571733, 0.0, 3116.492460246016, 8575.111053879536, 17697.898377449234",Glenshane,1401.248061,907
N08000501,ARTIGARVAN,"SLIEVEKIRK,GLENELLY VALLEY,STRABANE NORTH,DUNNAMANAGH",48373495,38913,"2,567",Sperrin,-7.38959076,54.84180097,0.063041052,"N08000501,N08000515,N08000523,N08000536,N08000538,out","[0.0, 14434.12592327204, 13206.805552992279, 2974.9383439822564, 3200.4257187655094, 5096.704466535538]","0.0, 14434.12592327204, 13206.805552992279, 2974.9383439822564, 3200.4257187655094, 5096.704466535538",North Tyrone,846.2282102,"1,721"
N08000502,BALLYCOLMAN,"GLENELLY VALLEY,STRABANE NORTH,FINN,STRABANE WEST",1792085,6444,"2,631",Sperrin,-7.46758419,54.81363548,0,"N08000539,N08000502,N08000519,N08000523,N08000538","[2437.3681270576094, 0.0, 1963.3274712930775, 1219.1968937765746, 824.1074662997727]","2437.3681270576094, 0.0, 1963.3274712930775, 1219.1968937765746, 824.1074662997727",North Tyrone,908.7982955,"1,722"
N08000506,CASTLEDERG,"FINN,GLENDERG",22325342,25139,"2,517",Sperrin,-7.61509333,54.72099506,0.083233288,"N08000506,N08000519,N08000522,out","[0.0, 5472.617831318275, 12850.92251017932, 6815.459694087081]","0.0, 5472.617831318275, 12850.92251017932, 6815.459694087081",Fermanagh and South Tyrone,845.1278524,"1,672"
N08000509,CLAUDY,"BALLYKELLY,ENAGH,EGLINTON,GREYSTEEL,SLIEVEKIRK,FEENY,DUNNAMANAGH,PARK",82695403,51490,"2,542",Sperrin,-7.16392404,54.95442759,0,"N08000405,N08000418,N08000421,N08000509,N08000515,N08000517,N08000518,N08000530,N08000536","[3085.5816825116913, 3150.793691013783, 6184.640880282286, 0.0, 667.6551435364161, 4505.658976993717, 6604.7387812111265, 18051.447201623647, 9767.861538216452]","3085.5816825116913, 3150.793691013783, 6184.640880282286, 0.0, 667.6551435364161, 4505.658976993717, 6604.7387812111265, 18051.447201623647, 9767.861538216452",Glenshane,1513.003961,"1,029"
N08000515,DUNNAMANAGH,"CLAUDY,SLIEVEKIRK,GLENELLY VALLEY,ARTIGARVAN,PARK",136430251,72406,"2,462",Sperrin,-7.26881399,54.85984097,0,"N08000501,N08000509,N08000515,N08000523,N08000530,N08000536","[13710.225713158316, 629.8047778529549, 0.0, 18299.401351020173, 25434.00580581609, 14332.562349646265]","13710.225713158316, 629.8047778529549, 0.0, 18299.401351020173, 25434.00580581609, 14332.562349646265",North Tyrone,910.2753994,"1,552"
N08000519,FINN,"SION MILLS,GLENELLY VALLEY,CASTLEDERG,STRABANE WEST,BALLYCOLMAN,NEWTOWNSTEWART,GLENDERG",42496176,45624,"2,826",Sperrin,-7.52960204,54.76198835,0.22851046,"N08000539,N08000502,N08000506,N08000519,N08000522,N08000523,N08000528,N08000534,out","[1211.4369984525326, 1940.0492245612415, 5623.688348915761, 0.0, 1948.5480728136358, 1144.329812318011, 3482.3101608155566, 11045.80568807702, 19227.83167599026]","1211.4369984525326, 1940.0492245612415, 5623.688348915761, 0.0, 1948.5480728136358, 1144.329812318011, 3482.3101608155566, 11045.80568807702, 19227.83167599026",North Tyrone,995.2463979,"1,831"
N08000522,GLENDERG,"CASTLEDERG,FINN,NEWTOWNSTEWART,BELLEEK and BOA,DRUMQUIN",212028642,102048,"2,437",Sperrin,-7.72698072,54.67473987,0.771457342,"N08000603,N08000616,N08000506,N08000519,N08000522,N08000528,out","[1244.9284549097629, 13950.724195908015, 12539.064587829569, 1850.1878956308183, 0.0, 10826.18544596137, 61636.90942191864]","1244.9284549097629, 13950.724195908015, 12539.064587829569, 1850.1878956308183, 0.0, 10826.18544596137, 61636.90942191864",Fermanagh and South Tyrone,844.0114406,"1,593"
N08000523,GLENELLY VALLEY,"DRAPERSTOWN,LOWER GLENSHANE,FEENY,SION MILLS,STRABANE NORTH,ARTIGARVAN,DUNNAMANAGH,PARK,FINN,BALLYCOLMAN,NEWTOWNSTEWART,GORTIN,OWENKILLEW",256862150,109024,"2,408",Sperrin,-7.22073616,54.78074212,0,"N08000919,N08000926,N08000622,N08000632,N08000418,N08000501,N08000502,N08000515,N08000519,N08000523,N08000528,N08000530,N08000534,N08000538","[2988.184866798404, 3971.2493730579868, 15944.354997421244, 20193.02616468648, 8002.629122068333, 12275.443651666375, 1075.907754372926, 17906.97308672282, 1021.956467648388, 0.0, 7635.413036728302, 7491.557104183745, 7678.64911790067, 2932.028117088634]","2988.184866798404, 3971.2493730579868, 15944.354997421244, 20193.02616468648, 8002.629122068333, 12275.443651666375, 1075.907754372926, 17906.97308672282, 1021.956467648388, 0.0, 7635.413036728302, 7491.557104183745, 7678.64911790067, 2932.028117088634",North Tyrone,810.9729921,"1,597"
