WardID,Ward Name,Neighbours,Area,Perimeter,Electorate,Constituency,Lng,Lat,OuterLength,NeighbourID,RealLengths,CleanLengths,InitialConstituency,Unionist,Nationalist
N08000206,BANBRIDGE WEST,"LOUGHBRICKLAND,GILFORD,BANBRIDGE SOUTH,BANBRIDGE NORTH",2205681,8805,"3,699",Mid Down,-6.28770933,54.34878429,0,"N08000204,N08000205,N08000206,N08000217,N08000225","[1203.7809787758588, 2950.658457579426, 0.0, 2791.991751960317, 1857.7956129514484]","1203.7809787758588, 2950.658457579426, 0.0, 2791.991751960317, 1857.7956129514484",West Down,2262.655202,"1,436"
N08000216,DROMORE,"GRANSHA,HILLSBOROUGH,QUILLY",9581903,16123,"3,176",Mid Down,-6.12802823,54.40843049,0,"N08000216,N08000218,N08000233,N08000723","[0.0, 6496.456332130069, 8115.562389671372, 1510.9813052101538]","0.0, 6496.456332130069, 8115.562389671372, 1510.9813052101538",West Down,2617.905199,558
N08000218,GRANSHA,"BALLYWARD,DROMARA,DROMORE,HILLSBOROUGH,QUILLY,LOUGHBRICKLAND,BANBRIDGE EAST,RATHFRILAND",75164344,55128,"3,299",Mid Down,-6.10354236,54.35470925,0,"N08000203,N08000216,N08000218,N08000225,N08000233,N08000234,N08000723,N08001006,N08000713","[5692.381739978849, 6746.415746085333, 0.0, 4882.648709283644, 4752.6330696144505, 8471.988662227901, 892.2338294633391, 12785.36916510124, 10904.329104971588]","5692.381739978849, 6746.415746085333, 0.0, 4882.648709283644, 4752.6330696144505, 8471.988662227901, 892.2338294633391, 12785.36916510124, 10904.329104971588",West Down,2345.364351,954
N08000233,QUILLY,"GRANSHA,DROMORE,HILLSBOROUGH,LAGAN,DONAGHCLONEY,BANBRIDGE EAST,BANBRIDGE NORTH",46596066,45328,"3,059",Mid Down,-6.18825671,54.39932151,0,"N08000203,N08000204,N08000215,N08000216,N08000218,N08000233,N08000723,N08000726","[8122.1745767087405, 1987.0004237459345, 10969.547882575976, 8257.189637298641, 4656.411425791832, 0.0, 2623.960069548863, 8711.715988966447]","8122.1745767087405, 1987.0004237459345, 10969.547882575976, 8257.189637298641, 4656.411425791832, 0.0, 2623.960069548863, 8711.715988966447",West Down,2549.243005,510
N08000723,HILLSBOROUGH,"DROMARA,GRANSHA,DROMORE,RAVERNET,MAZE,LAGAN,QUILLY",22684691,24312,"2,557",Mid Down,-6.07984731,54.43988995,0,"N08000216,N08000218,N08000233,N08000723,N08000726,N08000732,N08000737,N08000713","[1582.281299155758, 899.7186283887073, 2700.649278834701, 0.0, 1758.2231813592716, 4090.477727044015, 7633.486693862672, 5647.163225245561]","1582.281299155758, 899.7186283887073, 2700.649278834701, 0.0, 1758.2231813592716, 4090.477727044015, 7633.486693862672, 5647.163225245561",West Down,2114.501506,442
N08000737,RAVERNET,"BALLYMACBRENNAN,DRUMBO,HILLHALL,DROMARA,HILLSBOROUGH,MAZE,BLARIS",35002858,37437,"2,265",Mid Down,-6.01030173,54.47012533,0,"N08000722,N08000723,N08000732,N08000737,N08000704,N08000707,N08000713,N08000714","[2629.030860952204, 7409.249312067814, 1000.780056905968, 0.0, 14057.160386037656, 5071.70511477138, 3928.028322092841, 3287.4846502474215]","2629.030860952204, 7409.249312067814, 1000.780056905968, 0.0, 14057.160386037656, 5071.70511477138, 3928.028322092841, 3287.4846502474215",West Down,1865.182001,400
N08001005,BALLYNAHINCH,"KILMORE,DRUMANESS,BALLYWARD",3625759,9513,"2,937",Mid Down,-5.89322178,54.40572992,0,"N08001005,N08001006,N08001020,N08001026","[0.0, 932.224114179859, 4008.024829160799, 4553.894850302385]","0.0, 932.224114179859, 4008.024829160799, 4553.894850302385",Strangford,2441.382346,496
N08001016,DERRYBOY,"KILLINCHY,STRANGFORD,CROSSGAR and KILLYLEAGH,KIRCUBBIN,KILMORE,SAINTFIELD,BALLYGOWAN",76067242,54241,"2,932",Mid Down,-5.69182682,54.43416901,0,"N08001013,N08001016,N08001026,N08001036,N08001038,N08001102,N08001127,N08001128","[16073.167758474801, 0.0, 9265.642119722455, 2865.4000135898496, 0.0, 4479.709078602365, 18009.802080214857, 3547.2789158127966]","16073.167758474801, 0.0, 9265.642119722455, 2865.4000135898496, 0.0, 4479.709078602365, 18009.802080214857, 3547.2789158127966",Strangford,2173.415293,759
N08001026,KILMORE,"QUOILE,CROSSGAR and KILLYLEAGH,DERRYBOY,DRUMANESS,SAINTFIELD,BALLYMACBRENNAN,BALLYWARD,BALLYNAHINCH,DROMARA",62756872,51124,"2,828",Mid Down,-5.84321625,54.42406975,0,"N08001005,N08001006,N08001013,N08001016,N08001020,N08001026,N08001034,N08001036,N08000704,N08000713","[4494.169545883601, 3780.600388312669, 1813.4314252370702, 9417.781115885724, 11019.62867658159, 0.0, 171.05539780894313, 8481.061470963352, 11015.741900785104, 926.2310797994071]","4494.169545883601, 3780.600388312669, 1813.4314252370702, 9417.781115885724, 11019.62867658159, 0.0, 171.05539780894313, 8481.061470963352, 11015.741900785104, 926.2310797994071",Strangford,2338.639351,489
N08001036,SAINTFIELD,"DERRYBOY,KILMORE,BALLYGOWAN,CARRYDUFF EAST,BALLYMACBRENNAN",15053475,21461,"3,015",Mid Down,-5.83869306,54.47087006,0,"N08001016,N08001026,N08001036,N08001102,N08000704,N08000710","[2958.513196187507, 8615.20056448313, 0.0, 2618.149334618226, 1389.515530974355, 5879.621364871668]","2958.513196187507, 8615.20056448313, 0.0, 2618.149334618226, 1389.515530974355, 5879.621364871668",Strangford,2451.269781,564
N08001102,BALLYGOWAN,"COMBER SOUTH,KILLINCHY,DERRYBOY,SAINTFIELD,MONEYREAGH,COMBER WEST,CARRYDUFF EAST",26924146,30478,"3,076",Mid Down,-5.79426162,54.50514731,0,"N08001016,N08001036,N08001102,N08001114,N08001115,N08001127,N08000734,N08000710","[4774.7049801975, 2702.731440518228, 0.0, 7226.765777716552, 3918.3057508329557, 3127.7229087351493, 6406.105834632553, 2370.3795031743707]","4774.7049801975, 2702.731440518228, 0.0, 7226.765777716552, 3918.3057508329557, 3127.7229087351493, 6406.105834632553, 2370.3795031743707",Strangford,2582.039986,494
N08001113,COMBER NORTH,"SCRABO,COMBER SOUTH,WEST WINDS,COMBER WEST",5814204,12840,"2,747",Mid Down,-5.73164487,54.5617078,0,"N08001113,N08001114,N08001115,N08001136,N08001140","[0.0, 3848.38103347646, 2064.7474913642864, 4284.051398722597, 2642.8200589267485]","0.0, 3848.38103347646, 2064.7474913642864, 4284.051398722597, 2642.8200589267485",Strangford,2310.126325,437
N08001114,COMBER SOUTH,"COMBER NORTH,KILLINCHY,CARROWDORE,LOUGHRIES,WEST WINDS,BALLYGOWAN,COMBER WEST",35078833,34844,"2,761",Mid Down,-5.72181966,54.52809438,0,"N08001102,N08001110,N08001113,N08001114,N08001115,N08001127,N08001129,N08001140","[6684.772973781797, 2047.9924694851204, 3935.798906888474, 0.0, 2396.6888474897987, 15969.356648492154, 0.0, 3809.3901527377316]","6684.772973781797, 2047.9924694851204, 3935.798906888474, 0.0, 2396.6888474897987, 15969.356648492154, 0.0, 3809.3901527377316",Strangford,2276.55678,484
N08001115,COMBER WEST,"SCRABO,COMBER NORTH,COMBER SOUTH,BALLYHANWOOD,BALLYGOWAN,MONEYREAGH",8875088,14844,"2,721",Mid Down,-5.77435472,54.55453204,0,"N08001102,N08001113,N08001114,N08001115,N08001136,N08000702,N08000734","[3747.5616951821044, 2183.3812116452286, 2478.103502298043, 0.0, 1902.5545444724005, 3180.206355277608, 1375.198319169016]","3747.5616951821044, 2183.3812116452286, 2478.103502298043, 0.0, 1902.5545444724005, 3180.206355277608, 1375.198319169016",Strangford,2271.6153,449
N08001116,CONWAY SQUARE,"SCRABO,GLEN,GREGSTOWN,LOUGHRIES,MOVILLA,WEST WINDS",3221488,9870,"2,975",Mid Down,-5.6902705,54.58469504,0,"N08001116,N08001120,N08001121,N08001129,N08001131,N08001136,N08001140","[0.0, 1453.568908528003, 2165.926819360399, 678.4554026393647, 250.58049015680086, 1488.956092621684, 3832.512268706367]","0.0, 1453.568908528003, 2165.926819360399, 678.4554026393647, 250.58049015680086, 1488.956092621684, 3832.512268706367",Strangford,2514.769344,460
N08001117,CRONSTOWN,"GLEN,LOUGHRIES,MOVILLA",1156428,5769,"3,211",Mid Down,-5.67166837,54.60268513,0,"N08001117,N08001120,N08001129,N08001131","[0.0, 1439.3034457972046, 2635.963991003548, 1693.732585412919]","0.0, 1439.3034457972046, 2635.963991003548, 1693.732585412919",Strangford,2690.69484,520
N08001120,GLEN,"SCRABO,CONWAY SQUARE,CRONSTOWN,LOUGHRIES,MOVILLA,BALLYGRAINEY,CLANDEBOYE",6252392,13878,"3,089",Mid Down,-5.69843407,54.61230313,0,"N08001103,N08001112,N08001116,N08001117,N08001120,N08001129,N08001131,N08001136","[142.64768660321255, 4120.195033006666, 1491.6068647548977, 1482.5243806340661, 0.0, 1562.4935790706957, 741.9291816165696, 4336.603254603918]","142.64768660321255, 4120.195033006666, 1491.6068647548977, 1482.5243806340661, 0.0, 1562.4935790706957, 741.9291816165696, 4336.603254603918",Strangford,2572.27414,517
N08001121,GREGSTOWN,"CONWAY SQUARE,LOUGHRIES,MOVILLA",1187636,5534,"2,557",Mid Down,-5.67896899,54.58871259,0,"N08001116,N08001121,N08001129,N08001131","[2226.7571547898674, 0.0, 859.7011148229217, 2447.541701988636]","2226.7571547898674, 0.0, 859.7011148229217, 2447.541701988636",Strangford,2110.720994,446
N08001127,KILLINCHY,"COMBER SOUTH,CARROWDORE,BALLYWALTER,DERRYBOY,KIRCUBBIN,BALLYGOWAN",76560083,47119,"2,604",Mid Down,-5.67004158,54.49098077,0,"N08001016,N08001102,N08001106,N08001110,N08001114,N08001127,N08001128","[18518.45030568761, 3017.3607714443606, 3607.531862856925, 2898.475652731435, 16654.964287246534, 0.0, 2422.2170900238284]","18518.45030568761, 3017.3607714443606, 3607.531862856925, 2898.475652731435, 16654.964287246534, 0.0, 2422.2170900238284",Strangford,2160.984898,443
N08001131,MOVILLA,"GLEN,CONWAY SQUARE,GREGSTOWN,CRONSTOWN,LOUGHRIES",1209090,7145,"2,588",Mid Down,-5.67230862,54.59416626,0,"N08001116,N08001117,N08001120,N08001121,N08001129,N08001131","[247.27445859291822, 1677.6740182585331, 713.4699889293325, 2349.2705145081663, 2157.310986633076, 0.0]","247.27445859291822, 1677.6740182585331, 713.4699889293325, 2349.2705145081663, 2157.310986633076, 0.0",Strangford,2118.781423,469
N08001136,SCRABO,"CARROWREAGH,COMBER NORTH,GLEN,CONWAY SQUARE,WEST WINDS,BALLYHANWOOD,COMBER WEST,CULTRA,CLANDEBOYE",20866055,26290,"3,090",Mid Down,-5.73931205,54.59492838,0,"N08001112,N08001113,N08001115,N08001116,N08001118,N08001120,N08001136,N08001140,N08000702,N08000709","[3376.2499541521697, 4544.204715050817, 1908.4364819891427, 1516.432263023211, 1521.6957873866738, 4303.998065946678, 0.0, 2707.321782867919, 107.44195808695063, 6324.693423402834]","3376.2499541521697, 4544.204715050817, 1908.4364819891427, 1516.432263023211, 1521.6957873866738, 4303.998065946678, 0.0, 2707.321782867919, 107.44195808695063, 6324.693423402834",Strangford,2534.681638,555
N08001140,WEST WINDS,"SCRABO,COMBER NORTH,CONWAY SQUARE,COMBER SOUTH,CARROWDORE,LOUGHRIES",6435583,15055,"2,892",Mid Down,-5.6925261,54.56983387,0,"N08001110,N08001113,N08001114,N08001116,N08001129,N08001136,N08001140","[0.0, 2657.5285935002703, 3745.510088495393, 3700.256367689314, 2385.1710322321155, 2566.533952386043, 0.0]","0.0, 2657.5285935002703, 3745.510088495393, 3700.256367689314, 2385.1710322321155, 2566.533952386043, 0.0",Strangford,2405.338497,487
N08000704,BALLYMACBRENNAN,"KILMORE,SAINTFIELD,CARRYDUFF EAST,CARRYDUFF WEST,DRUMBO,DROMARA,RAVERNET",42398113,40059,"2,306",Mid Down,-5.93925157,54.45817255,0,"N08000737,N08001026,N08001036,N08000704,N08000710,N08000711,N08000713,N08000714","[14263.134848512842, 10782.648829275726, 1338.9363539201474, 0.0, 3509.113205086398, 655.581715860092, 5604.4614904702685, 3905.1235572270975]","14263.134848512842, 10782.648829275726, 1338.9363539201474, 0.0, 3509.113205086398, 655.581715860092, 5604.4614904702685, 3905.1235572270975",West Down,1961.079907,345
N08000713,DROMARA,"KILMORE,BALLYMACBRENNAN,BALLYWARD,GRANSHA,HILLSBOROUGH,RAVERNET",42069855,36057,"2,446",Mid Down,-6.00530186,54.40350521,0,"N08000218,N08000723,N08000737,N08001006,N08001026,N08000704,N08000713","[10511.457614506357, 5398.4154873529305, 3868.6489354486002, 9954.332624660357, 880.0318319108408, 5440.028959831356, 0.0]","10511.457614506357, 5398.4154873529305, 3868.6489354486002, 9954.332624660357, 880.0318319108408, 5440.028959831356, 0.0",West Down,2077.196195,369
N08000901,ARDBOE,"CRANFIELD,ALDERGROVE,DERRYTRASNA,AGHAGALLON,THE BIRCHES,WASHING BAY,COAGH,TOOME,STEWARTSTOWN,THE LOUP",136973148,54237,"2,624",Mid Ulster,-6.50458724,54.6068911,0,"N08000102,N08000115,N08000138,N08000201,N08000214,N08000239,N08000901,N08000911,N08000933,N08000936,N08000940","[6638.757644857786, 0.0, 5772.421016570954, 1848.6604260645097, 7629.067504165061, 0.0, 0.0, 8642.990404919763, 11180.868176800936, 4243.239579732358, 8280.995212927182]","6638.757644857786, 0.0, 5772.421016570954, 1848.6604260645097, 7629.067504165061, 0.0, 0.0, 8642.990404919763, 11180.868176800936, 4243.239579732358, 8280.995212927182",North Tyrone,891.4291853,"1,733"
N08000905,BALLYMAGUIGAN,"GRANGE,BELLAGHY,COOLSHINNY,CASTLEDAWSON,GLEBE,TOOME,THE LOUP,TOWN PARKS EAST",43360606,34814,"2,637",Mid Ulster,-6.52999276,54.74773551,0,"N08000138,N08000824,N08000905,N08000907,N08000910,N08000917,N08000921,N08000936,N08000938","[8283.687180171142, 218.12664878703828, 0.0, 4706.265941241978, 7712.024347553247, 5312.067724335477, 860.8224241772226, 6175.070953401191, 1575.0721272281032]","8283.687180171142, 218.12664878703828, 0.0, 4706.265941241978, 7712.024347553247, 5312.067724335477, 860.8224241772226, 6175.070953401191, 1575.0721272281032",Glenshane,872.6841555,"1,764"
N08000907,BELLAGHY,"PORTGLENONE,VALLEY,GRANGE,CASTLEDAWSON,BALLYMAGUIGAN,TAMLAGHT O'CRILLY",41703329,33438,"2,578",Mid Ulster,-6.50870636,54.816182,0,"N08000824,N08000834,N08000905,N08000907,N08000910,N08000935,N08000939","[5657.319036827248, 2727.4207631515783, 4831.600328146615, 0.0, 9623.984210811259, 3521.0431547746143, 7086.423740918813]","5657.319036827248, 2727.4207631515783, 4831.600328146615, 0.0, 9623.984210811259, 3521.0431547746143, 7086.423740918813",Glenshane,879.1125886,"1,699"
N08000910,CASTLEDAWSON,"BELLAGHY,GLEBE,BALLYMAGUIGAN,TOBERMORE,TAMLAGHT O'CRILLY",34260461,35740,"2,554",Mid Ulster,-6.58604247,54.79404592,0,"N08000905,N08000907,N08000910,N08000921,N08000935,N08000937","[7593.477988185777, 9230.23398997236, 0.0, 3040.026947621514, 7938.539477458914, 7937.721602284167]","7593.477988185777, 9230.23398997236, 0.0, 3040.026947621514, 7938.539477458914, 7937.721602284167",Glenshane,874.6691029,"1,679"
N08000911,COAGH,"ARDBOE,STEWARTSTOWN,THE LOUP,LOUGHRY,COOKSTOWN EAST,LISSAN",41650753,47280,"2,299",Mid Ulster,-6.62961512,54.64402045,0,"N08000901,N08000911,N08000914,N08000924,N08000925,N08000933,N08000936","[8432.325902932844, 0.0, 3402.0800156500773, 7963.297961470947, 2614.44471867447, 11625.036361088665, 13261.973542126592]","8432.325902932844, 0.0, 3402.0800156500773, 7963.297961470947, 2614.44471867447, 11625.036361088665, 13261.973542126592",North Tyrone,777.9853745,"1,521"
N08000913,COALISLAND SOUTH,"KILLYMAN,WASHING BAY,COALISLAND NORTH",3093154,9654,"2,661",Mid Ulster,-6.6890158,54.53819827,0,"N08000913,N08000922,N08000940,N08000912","[0.0, 3554.305823527979, 2547.993666191193, 3561.534789438236]","0.0, 3554.305823527979, 2547.993666191193, 3561.534789438236",Upper Bann and Blackwater,923.7063932,"1,737"
N08000914,COOKSTOWN EAST,"COAGH,LOUGHRY,COOKSTOWN SOUTH,COOKSTOWN WEST,LISSAN",4831747,13081,"2,187",Mid Ulster,-6.74298865,54.65710229,0,"N08000911,N08000914,N08000915,N08000916,N08000924,N08000925","[3591.679150989843, 0.0, 417.2063198796042, 1274.969300993498, 6390.661481921071, 1406.4837562158332]","3591.679150989843, 0.0, 417.2063198796042, 1274.969300993498, 6390.661481921071, 1406.4837562158332",North Tyrone,754.733648,"1,432"
N08000915,COOKSTOWN SOUTH,"LOUGHRY,COOKSTOWN WEST,COOKSTOWN EAST,OAKLANDS",2217075,7962,"2,387",Mid Ulster,-6.75580721,54.6369884,0,"N08000914,N08000915,N08000916,N08000925,N08000931","[420.9512734289928, 0.0, 2032.2188163302046, 3749.5189605480327, 1759.3109315046663]","420.9512734289928, 0.0, 2032.2188163302046, 3749.5189605480327, 1759.3109315046663",North Tyrone,814.4745757,"1,573"
N08000916,COOKSTOWN WEST,"COOKSTOWN SOUTH,COOKSTOWN EAST,OAKLANDS,LISSAN",2648492,7922,"2,430",Mid Ulster,-6.76427816,54.64864216,0,"N08000914,N08000915,N08000916,N08000924,N08000931","[1223.6626625580482, 1933.0874436842378, 0.0, 2244.1568404241657, 2522.4696074926383]","1223.6626625580482, 1933.0874436842378, 0.0, 2244.1568404241657, 2522.4696074926383",North Tyrone,852.1669046,"1,578"
N08000917,COOLSHINNY,"GLEBE,BALLYMAGUIGAN,THE LOUP,TOWN PARKS EAST,TOBERMORE,LISSAN",63314310,46877,"2,583",Mid Ulster,-6.67384657,54.73436245,0,"N08000905,N08000917,N08000921,N08000924,N08000936,N08000937,N08000938","[5213.282267254493, 0.0, 2691.063175757509, 11725.21688459441, 9860.422819781115, 13436.533339925643, 3950.481531835114]","5213.282267254493, 0.0, 2691.063175757509, 11725.21688459441, 9860.422819781115, 13436.533339925643, 3950.481531835114",Glenshane,888.3752752,"1,695"
N08000918,DONAGHMORE,"COALISLAND NORTH,STEWARTSTOWN,LOUGHRY,POMEROY,TERMON,BALLYGAWLEY,CASTLECAULFIELD,MULLAGHMORE",62715287,61778,"2,590",Mid Ulster,-6.85417981,54.55343972,0,"N08000904,N08000909,N08000918,N08000925,N08000930,N08000932,N08000933,N08000639,N08000912","[7332.231772770732, 10282.080407708341, 0.0, 1699.5353969846176, 5666.674259954797, 14068.257913254934, 8993.880176649232, 8260.354011191148, 5538.285601727422]","7332.231772770732, 10282.080407708341, 0.0, 1699.5353969846176, 5666.674259954797, 14068.257913254934, 8993.880176649232, 8260.354011191148, 5538.285601727422",North Tyrone,902.141667,"1,688"
N08000919,DRAPERSTOWN,"TOBERMORE,LOWER GLENSHANE,GLENELLY VALLEY,OAKLANDS,LISSAN,OWENKILLEW",59229922,50382,"2,112",Mid Ulster,-6.85843323,54.75860761,0,"N08000919,N08000924,N08000926,N08000931,N08000937,N08000632,N08000523","[0.0, 13289.403508034104, 13894.477951273675, 8338.911684968863, 7363.297946210973, 4535.883125976658, 3101.1539014007117]","0.0, 13289.403508034104, 13894.477951273675, 8338.911684968863, 7363.297946210973, 4535.883125976658, 3101.1539014007117",Glenshane,737.952975,"1,374"
N08000921,GLEBE,"COOLSHINNY,CASTLEDAWSON,BALLYMAGUIGAN,TOWN PARKS EAST,TOBERMORE",2576082,9711,"2,544",Mid Ulster,-6.61617791,54.75977449,0,"N08000905,N08000910,N08000917,N08000921,N08000937,N08000938","[817.3409567574777, 2931.532930812153, 2603.550146220075, 0.0, 1590.17211823096, 1768.4038736687855]","817.3409567574777, 2931.532930812153, 2603.550146220075, 0.0, 1590.17211823096, 1768.4038736687855",East Antrim,823.9924507,"1,720"
N08000924,LISSAN,"COOLSHINNY,COAGH,THE LOUP,DRAPERSTOWN,TOBERMORE,COOKSTOWN WEST,COOKSTOWN EAST,OAKLANDS",83723296,63078,"2,487",Mid Ulster,-6.77222047,54.69914957,0,"N08000911,N08000914,N08000916,N08000917,N08000919,N08000924,N08000931,N08000936,N08000937","[8165.944114073617, 6207.350102468829, 2271.180509318887, 11778.635027514114, 13670.7689342065, 0.0, 15034.128782755344, 5917.017439690235, 54.01434974546113]","8165.944114073617, 6207.350102468829, 2271.180509318887, 11778.635027514114, 13670.7689342065, 0.0, 15034.128782755344, 5917.017439690235, 54.01434974546113",Glenshane,868.711975,"1,618"
N08000925,LOUGHRY,"COAGH,STEWARTSTOWN,COOKSTOWN SOUTH,POMEROY,COOKSTOWN EAST,OAKLANDS,DONAGHMORE",28196707,36852,"2,096",Mid Ulster,-6.7671691,54.60943891,0,"N08000911,N08000914,N08000915,N08000918,N08000925,N08000931,N08000932,N08000933","[2716.8644786011055, 1384.4275187070853, 3657.885504626913, 1766.8420695296384, 0.0, 4925.749833873131, 9251.231724559682, 13148.998841662387]","2716.8644786011055, 1384.4275187070853, 3657.885504626913, 1766.8420695296384, 0.0, 4925.749833873131, 9251.231724559682, 13148.998841662387",North Tyrone,697.4573767,"1,399"
N08000926,LOWER GLENSHANE,"DRAPERSTOWN,TOBERMORE,MAGHERA,SWATRAGH,DUNGIVEN,FEENY,GLENELLY VALLEY",81893710,55729,"2,256",Mid Ulster,-6.81860777,54.82268322,0,"N08000919,N08000926,N08000927,N08000934,N08000937,N08000416,N08000418,N08000523","[14003.801240762336, 0.0, 1178.6690719765222, 9363.571545597215, 11883.406573247554, 11210.142915770934, 3935.597740331215, 4153.810893923398]","14003.801240762336, 0.0, 1178.6690719765222, 9363.571545597215, 11883.406573247554, 11210.142915770934, 3935.597740331215, 4153.810893923398",Glenshane,844.8309219,"1,411"
N08000927,MAGHERA,"TOBERMORE,LOWER GLENSHANE,TAMLAGHT O'CRILLY,SWATRAGH",4247048,10828,"2,349",Mid Ulster,-6.6637334,54.84269117,0,"N08000926,N08000927,N08000934,N08000935,N08000937","[1149.8306947519497, 0.0, 2259.087479842068, 5149.07115424905, 2270.0106356297897]","1149.8306947519497, 0.0, 2259.087479842068, 5149.07115424905, 2270.0106356297897",Glenshane,791.941216,"1,557"
N08000931,OAKLANDS,"DRAPERSTOWN,LOUGHRY,COOKSTOWN SOUTH,COOKSTOWN WEST,POMEROY,LISSAN,TERMON,OWENKILLEW",112836711,66259,"2,334",Mid Ulster,-6.89774319,54.67907915,0,"N08000915,N08000916,N08000919,N08000924,N08000925,N08000931,N08000932,N08000639,N08000632","[1673.4662910842994, 2522.430900824699, 8476.01502893909, 14855.017068669218, 4802.774160905937, 0.0, 19150.240690074337, 3897.1669314702617, 10929.043573487865]","1673.4662910842994, 2522.430900824699, 8476.01502893909, 14855.017068669218, 4802.774160905937, 0.0, 19150.240690074337, 3897.1669314702617, 10929.043573487865",North Tyrone,797.6093741,"1,536"
N08000932,POMEROY,"LOUGHRY,OAKLANDS,TERMON,DONAGHMORE",74969973,53679,"2,592",Mid Ulster,-6.90124746,54.60926288,0,"N08000918,N08000925,N08000931,N08000932,N08000639","[14156.898864326513, 8954.881638323044, 19011.42687007184, 0.0, 11621.358711393796]","14156.898864326513, 8954.881638323044, 19011.42687007184, 0.0, 11621.358711393796",North Tyrone,887.4417828,"1,705"
N08000933,STEWARTSTOWN,"WASHING BAY,COALISLAND NORTH,COAGH,ARDBOE,LOUGHRY,DONAGHMORE",66173457,56619,"2,170",Mid Ulster,-6.6850961,54.59476952,0,"N08000901,N08000911,N08000918,N08000925,N08000933,N08000940,N08000912","[11021.001734834383, 11745.094382989122, 9090.51092876036, 12783.98834006541, 0.0, 4662.004015381319, 7457.9452613820595]","11021.001734834383, 11745.094382989122, 9090.51092876036, 12783.98834006541, 0.0, 4662.004015381319, 7457.9452613820595",Belfast South West,769.2518715,"1,401"
N08000934,SWATRAGH,"VALLEY,GARVAGH,KILREA,MAGHERA,LOWER GLENSHANE,TAMLAGHT O'CRILLY,DUNGIVEN",71415557,48233,"2,402",Mid Ulster,-6.69498554,54.89193971,0,"N08000926,N08000927,N08000934,N08000935,N08000939,N08000416,N08000419,N08000424","[9637.705940499547, 2383.5440178425974, 0.0, 11883.40887105205, 2403.977270080033, 5863.101076380564, 13533.242797360512, 2528.020062992721]","9637.705940499547, 2383.5440178425974, 0.0, 11883.40887105205, 2403.977270080033, 5863.101076380564, 13533.242797360512, 2528.020062992721",Glenshane,806.8960809,"1,595"
N08000935,TAMLAGHT O'CRILLY,"VALLEY,BELLAGHY,CASTLEDAWSON,TOBERMORE,MAGHERA,SWATRAGH",50586301,41884,"2,468",Mid Ulster,-6.60549924,54.85815945,0,"N08000907,N08000910,N08000927,N08000934,N08000935,N08000937,N08000939","[3448.5898185554183, 8106.865984435921, 5494.5692093326525, 12018.649414218744, 0.0, 3057.207796707376, 9758.117767617949]","3448.5898185554183, 8106.865984435921, 5494.5692093326525, 12018.649414218744, 0.0, 3057.207796707376, 9758.117767617949",Glenshane,850.5703707,"1,617"
N08000936,THE LOUP,"COOLSHINNY,COAGH,ARDBOE,BALLYMAGUIGAN,TOOME,LISSAN",68065958,41482,"2,731",Mid Ulster,-6.57539247,54.68730725,0,"N08000138,N08000901,N08000905,N08000911,N08000917,N08000924,N08000936","[3027.8756580823892, 4106.268796070591, 5888.662995033246, 13154.508506997765, 9581.260538827779, 5723.423480490839, 0.0]","3027.8756580823892, 4106.268796070591, 5888.662995033246, 13154.508506997765, 9581.260538827779, 5723.423480490839, 0.0",Glenshane,918.7468873,"1,812"
N08000937,TOBERMORE,"COOLSHINNY,CASTLEDAWSON,GLEBE,DRAPERSTOWN,MAGHERA,LOWER GLENSHANE,TAMLAGHT O'CRILLY,LISSAN",65004999,48552,"2,501",Mid Ulster,-6.70330765,54.79341964,0,"N08000910,N08000917,N08000919,N08000921,N08000924,N08000926,N08000927,N08000935,N08000937","[8001.3638722225005, 13588.768555669285, 7625.680690562276, 1662.2446682044183, 54.37858965289041, 12210.782458437381, 2391.048689845148, 3017.7324410385554, 0.0]","8001.3638722225005, 13588.768555669285, 7625.680690562276, 1662.2446682044183, 54.37858965289041, 12210.782458437381, 2391.048689845148, 3017.7324410385554, 0.0",Glenshane,841.2950628,"1,660"
N08000938,TOWN PARKS EAST,"COOLSHINNY,GLEBE,BALLYMAGUIGAN",1633969,7517,"2,455",Mid Ulster,-6.60618829,54.74853571,0,"N08000905,N08000917,N08000921,N08000938","[1586.492001179755, 4054.523666553943, 1875.9843368396314, 0.0]","1586.492001179755, 4054.523666553943, 1875.9843368396314, 0.0",Glenshane,860.803378,"1,594"
N08000939,VALLEY,"PORTGLENONE,RASHARKIN,BELLAGHY,KILREA,TAMLAGHT O'CRILLY,SWATRAGH",53430000,41207,"2,438",Mid Ulster,-6.53898357,54.89609917,0,"N08000834,N08000907,N08000934,N08000935,N08000939,N08000424,N08000434","[6471.03738789588, 7175.936916259148, 2513.774314613234, 10088.982196694848, 0.0, 10500.034775762391, 4457.234427731032]","6471.03738789588, 7175.936916259148, 2513.774314613234, 10088.982196694848, 0.0, 10500.034775762391, 4457.234427731032",Glenshane,830.8890832,"1,607"
